,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user1228,0.75,0.25,0.0,1.0,0.75,0.75,0.25,0.0,0.5,0.75,0.25,0.5,1.0,0.25,0.25,0.25,1.0,1.0,삼성증권,HD현대중공업,NH투자증권,SK스퀘어,KB금융,DS단석,KB금융,OCI 홀딩스,코오롱인더,현대엘리베이터,세아베스틸지주,애경산업
user1229,0.5,1.0,1.0,0.5,0.0,0.25,0.5,0.25,0.0,1.0,0.25,0.75,1.0,0.5,0.75,0.0,0.75,0.0,세방전지,현대엘리베이터,KCC,애경산업,LG이노텍,롯데렌탈,LG이노텍,현대엘리베이터,삼성중공업,애경산업,한화투자증권,롯데렌탈
user1230,1.0,1.0,0.0,0.25,0.0,1.0,0.25,0.5,0.5,0.75,1.0,0.25,0.75,0.25,0.0,0.0,0.25,2.0,애경산업,한화손해보험,삼성증권,SK스퀘어,현대엘리베이터,HD현대중공업,GS리테일,두산,NH투자증권,애경케미칼,롯데이노베이트,OCI 홀딩스
user1231,0.5,0.75,1.0,0.5,0.5,0.0,1.0,0.25,0.75,0.75,1.0,1.0,0.75,0.75,0.0,0.0,0.5,0.0,넷마블,애경산업,한화투자증권,현대엘리베이터,삼성생명,HL홀딩스,한화투자증권,애경산업,두산에너빌리티,현대엘리베이터,한일단조,하이트진로
user1232,0.75,0.75,0.25,0.5,1.0,0.0,0.25,1.0,0.0,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0.5,1.0,우리금융지주,엘앤에프,KB금융,한화솔루션,삼성증권,한일단조,세아베스틸지주,OCI 홀딩스,세아홀딩스,애경산업,KB금융,DS단석
user1233,0.0,0.75,0.75,1.0,0.25,0.25,1.0,0.0,0.5,0.5,0.5,0.5,0.75,0.0,1.0,1.0,0.0,2.0,NH투자증권,HD현대중공업,메리츠금융지주,한화손해보험,SK텔레콤,삼성중공업,HL만도,현대오토에버,삼성전기,HD현대중공업,롯데이노베이트,카카오페이
user1234,1.0,0.25,0.0,0.25,0.75,1.0,0.75,1.0,0.25,1.0,0.75,0.0,0.0,0.25,0.0,0.25,1.0,2.0,삼성증권,HD현대중공업,NH투자증권,애경케미칼,JB금융지주,LG에너지솔루션,한전KPS,애경케미칼,GS리테일,두산,JB금융지주,SK스퀘어
user1235,0.25,0.75,1.0,0.25,0.75,0.5,0.25,1.0,0.75,0.5,1.0,1.0,0.75,1.0,0.25,0.25,0.25,1.0,SK텔레콤,LX세미콘,우리금융지주,애경산업,롯데웰푸드,현대엘리베이터,KCC,애경산업,세아베스틸지주,현대엘리베이터,삼성화재,OCI 홀딩스
user1236,0.75,1.0,0.75,0.5,0.75,0.0,0.25,0.75,0.0,1.0,0.0,0.75,0.75,1.0,0.75,0.5,0.75,2.0,우리금융지주,엘앤에프,하나금융지주,두산퓨얼셀,아시아나항공,한일단조,S-OIL,카카오페이,삼성화재,신세계 I&C,롯데이노베이트,애경케미칼
user1237,0.25,0.5,1.0,0.0,0.25,0.0,0.5,0.75,0.0,0.5,0.5,0.75,0.25,0.0,0.0,0.5,0.5,1.0,넷마블,HD현대중공업,대한항공,한화손해보험,한독,삼성중공업,LG디스플레이,애경케미칼,에스엘,애경산업,세아베스틸지주,OCI 홀딩스
user1238,1.0,0.5,0.0,0.75,0.0,0.25,0.75,0.25,0.5,0.5,1.0,0.25,1.0,0.75,0.75,0.0,0.0,1.0,삼성생명,HL홀딩스,SK텔레콤,한세실업,NH투자증권,SK스퀘어,삼성생명,한세실업,삼성화재,SK바이오팜,이마트,HL홀딩스
user1239,0.75,0.5,0.25,1.0,0.25,0.5,0.75,1.0,1.0,0.75,0.0,0.0,0.75,0.5,0.0,0.75,1.0,1.0,NH투자증권,HD현대중공업,삼성증권,LG에너지솔루션,JB금융지주,DS단석,한전KPS,OCI 홀딩스,KCC,애경산업,롯데이노베이트,SK바이오팜
user1240,0.0,1.0,0.25,0.25,0.75,0.25,0.0,1.0,0.25,0.0,0.75,0.25,0.75,0.0,0.5,0.5,1.0,0.0,상상인증권,애경산업,카카오페이,현대엘리베이터,KB금융,HD현대중공업,지역난방공사,애경산업,한화,현대엘리베이터,상상인증권,미스토홀딩스
user1241,0.5,1.0,0.25,0.5,1.0,0.0,1.0,0.75,0.75,0.25,1.0,1.0,0.25,0.5,0.0,0.25,0.0,1.0,NH투자증권,HD현대중공업,롯데웰푸드,SK스퀘어,LG유플러스,애경산업,코오롱글로벌,애경산업,롯데이노베이트,현대엘리베이터,두산밥캣,콜마홀딩스
user1242,0.5,0.5,0.5,0.75,1.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.75,0.5,1.0,0.25,0.25,0.0,한미글로벌,애경산업,현대오토에버,현대엘리베이터,한화손해보험,미스토홀딩스,한미글로벌,현대엘리베이터,한화손해보험,애경산업,LS ELCTRIC,SK디앤디
user1243,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.25,1.0,0.5,0.25,1.0,0.75,0.0,0.75,0.75,0.25,1.0,SK텔레콤,HD현대중공업,KT,한화손해보험,한독,애경산업,한화생명,애경산업,현대모비스,현대엘리베이터,HL만도,하나투어
user1244,0.5,1.0,0.0,0.75,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5,1.0,삼성증권,HL홀딩스,롯데웰푸드,SK스퀘어,NH투자증권,미스토홀딩스,롯데이노베이트,애경산업,교보증권,현대엘리베이터,KB금융,OCI 홀딩스
user1245,0.75,1.0,0.5,0.75,0.5,0.75,0.25,0.5,0.0,0.25,0.75,0.0,0.25,0.75,1.0,0.5,0.5,0.0,카카오,애경산업,S-OIL,현대엘리베이터,현대오토에버,미스토홀딩스,카카오,애경산업,LG이노텍,현대엘리베이터,롯데케미칼,미스토홀딩스
user1246,0.5,0.75,0.5,0.0,0.5,0.25,0.75,0.0,0.75,0.0,1.0,0.75,0.0,1.0,0.5,0.75,0.0,2.0,우리금융지주,상상인증권,SK텔레콤,한화손해보험,롯데웰푸드,SK스퀘어,동국제강,현대오토에버,한국금융지주,한온시스템,KT&G,상상인증권
user1247,0.0,1.0,0.5,0.75,1.0,0.5,0.25,1.0,0.0,0.5,1.0,0.25,0.25,0.5,0.0,0.0,0.25,2.0,삼성증권,엘앤에프,NH투자증권,SK스퀘어,아시아나항공,두산,NH투자증권,엘앤에프,롯데이노베이트,OCI 홀딩스,LG전자,두산
user1248,1.0,0.25,0.75,0.5,0.75,0.25,1.0,0.25,0.75,1.0,0.5,0.75,0.0,0.5,0.25,1.0,1.0,1.0,JB금융지주,애경산업,KB금융,HD현대중공업,NH투자증권,현대엘리베이터,한전KPS,애경산업,삼성화재,현대엘리베이터,에스엘,SK디앤디
user1249,0.75,1.0,1.0,0.75,0.5,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.25,0.25,2.0,NH투자증권,HD현대중공업,아시아나항공,HD현대건설기계,삼성증권,엘앤에프,NH투자증권,신세계 I&C,삼성화재,한진칼,OCI,HDC현대산업개발
user1250,0.25,0.0,0.75,0.5,1.0,0.0,0.75,1.0,0.5,0.75,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,한화투자증권,애경산업,상상인증권,현대엘리베이터,KB금융,HD현대중공업,한국가스공사,애경산업,지역난방공사,현대엘리베이터,한화,하이트진로
user1251,0.0,0.75,0.75,0.25,0.75,0.0,0.25,1.0,0.75,0.75,0.75,0.0,1.0,0.25,0.75,1.0,0.25,0.0,상상인증권,애경산업,카카오,현대엘리베이터,JB금융지주,미스토홀딩스,한국가스공사,애경산업,한화,현대엘리베이터,LS ELCTRIC,미스토홀딩스
user1252,0.75,0.0,0.75,0.5,0.0,0.75,1.0,0.0,1.0,1.0,0.5,1.0,0.25,0.75,0.75,0.5,1.0,0.0,세방전지,애경산업,KCC,현대엘리베이터,현대로템,한화손해보험,삼성중공업,애경산업,포스코퓨처엠,현대엘리베이터,LG이노텍,하나투어
user1253,1.0,0.75,0.5,1.0,0.5,0.75,0.0,0.25,1.0,0.5,0.5,1.0,0.25,0.25,0.0,0.25,0.5,1.0,삼성증권,HD현대중공업,넷마블,SK스퀘어,현대홈쇼핑,한일단조,세아베스틸지주,애경산업,롯데이노베이트,현대엘리베이터,삼성화재,OCI 홀딩스
user1254,0.75,0.25,0.5,0.25,1.0,0.5,0.0,0.75,0.25,1.0,0.25,1.0,0.75,0.0,0.75,0.75,0.5,0.0,현대오토에버,애경산업,한온시스템,현대엘리베이터,세아홀딩스,HD현대중공업,지역난방공사,애경산업,한국가스공사,현대엘리베이터,SK스퀘어,하이트진로
user1255,0.0,0.5,0.75,0.0,0.25,0.75,0.5,1.0,0.25,0.75,0.5,0.25,1.0,0.75,0.5,0.25,1.0,2.0,대한항공,한화손해보험,우리금융지주,엘앤에프,삼성증권,두산퓨얼셀,SK텔레콤,애경케미칼,롯데웰푸드,한미글로벌,현대위아,두산퓨얼셀
user1256,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.75,1.0,0.25,0.0,0.75,0.5,1.0,0.0,0.5,0.0,미래에셋증권,현대엘리베이터,현대오토에버,애경산업,KCC,미스토홀딩스,현대제철,현대엘리베이터,삼성중공업,애경산업,미래에셋증권,하나투어
user1257,0.0,0.5,0.0,0.75,0.75,0.0,0.5,0.5,0.75,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,우리금융지주,애경산업,SK텔레콤,현대엘리베이터,롯데웰푸드,HD현대중공업,이마트,애경산업,NEVER,현대엘리베이터,삼성전기,세방전지
user1258,0.75,0.5,0.5,0.25,1.0,0.75,1.0,0.75,0.5,0.25,1.0,0.75,1.0,0.5,0.5,0.0,0.0,1.0,아시아나항공,HL홀딩스,삼성생명,HD현대중공업,SK텔레콤,SK스퀘어,삼성생명,현대엘리베이터,KB금융,애경산업,두산에너빌리티,HL홀딩스
user1259,0.75,0.25,0.0,0.75,0.75,0.0,0.5,0.5,0.0,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.75,0.0,현대오토에버,애경산업,한온시스템,현대엘리베이터,동원산업,SK디앤디,한온시스템,애경산업,현대오토에버,현대엘리베이터,삼성SDI,롯데렌탈
user1260,0.5,0.25,0.0,0.25,0.75,0.75,0.0,0.0,0.5,0.5,1.0,0.75,0.5,0.5,0.75,0.5,0.75,2.0,삼성증권,HD현대중공업,우리금융지주,한일단조,SK텔레콤,두산퓨얼셀,KB금융,OCI 홀딩스,JB금융지주,애경케미칼,한국금융지주,한일단조
user1261,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.25,0.75,0.75,0.25,0.0,0.5,0.75,0.75,0.0,2.0,NH투자증권,HD현대중공업,BNK금융,엘앤에프,아시아나항공,한진칼,롯데이노베이트,현대오토에버,NH투자증권,엘앤에프,롯데웰푸드,한진칼
user1262,0.0,0.25,0.5,0.0,0.0,0.5,0.25,0.75,0.0,1.0,0.0,0.5,1.0,0.75,1.0,0.0,0.75,2.0,우리금융지주,신세계 I&C,애경산업,한화손해보험,SK텔레콤,카카오페이,SK텔레콤,한미글로벌,코오롱ENP,다올투자증권,S-OIL,신세계 I&C
user1263,0.0,0.75,0.25,0.75,0.0,1.0,0.5,0.5,0.5,0.0,0.25,0.75,1.0,1.0,0.5,0.25,0.5,1.0,코오롱ENP,한화손해보험,삼양사,카카오페이,롯데웰푸드,SK스퀘어,동원산업,카카오페이,코오롱인더,현대엘리베이터,롯데이노베이트,한화손해보험
user1264,0.5,0.25,0.25,1.0,0.25,0.0,0.75,0.75,0.25,0.75,1.0,1.0,0.75,0.5,0.0,0.5,1.0,1.0,NH투자증권,HD현대중공업,삼성증권,한화손해보험,SK텔레콤,애경산업,세아베스틸지주,애경산업,KCC,현대엘리베이터,JB금융지주,OCI 홀딩스
user1265,1.0,0.75,1.0,0.5,0.0,0.5,0.25,1.0,0.75,0.5,0.25,0.0,0.0,0.25,0.25,0.25,1.0,1.0,삼성증권,HD현대중공업,대한항공,엘앤에프,기업은행,한화손해보험,KCC,SK디앤디,한전KPS,애경산업,삼성화재,두산
user1266,0.75,0.5,0.0,1.0,0.75,0.5,0.5,0.5,1.0,0.75,0.5,0.75,1.0,0.25,1.0,0.75,0.0,2.0,삼성증권,HD현대중공업,NH투자증권,한세실업,우리금융지주,두산퓨얼셀,교보증권,OCI 홀딩스,KB금융,카카오페이,포스코홀딩스,콜마홀딩스
user1267,1.0,0.75,0.25,0.25,1.0,1.0,0.0,0.75,0.0,0.25,0.5,0.25,0.5,0.5,0.5,1.0,0.0,1.0,우리금융지주,미스토홀딩스,하나금융지주,HD현대중공업,KB금융,코오롱글로벌,롯데이노베이트,애경산업,세아홀딩스,현대엘리베이터,KB금융,한진칼
user1268,0.75,0.25,0.0,0.5,0.25,0.0,0.5,1.0,0.5,0.75,0.0,0.0,0.25,0.75,1.0,0.0,0.5,1.0,우리금융지주,SK바이오팜,NH투자증권,HL홀딩스,기업은행,미스토홀딩스,한전KPS,SK바이오팜,KCC,신세계 I&C,현대위아,애경케미칼
user1269,0.25,0.75,0.25,0.5,1.0,0.5,0.75,0.75,0.5,0.25,1.0,0.25,1.0,1.0,0.5,1.0,0.75,0.0,삼성생명,애경산업,KB금융,현대엘리베이터,한화투자증권,미스토홀딩스,한화,애경산업,지역난방공사,현대엘리베이터,한국가스공사,미스토홀딩스
user1270,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0,SK텔레콤,상상인증권,우리금융지주,한화손해보험,한섬,한세실업,우리금융지주,한온시스템,DL이앤씨,상상인증권,BGF리테일,현대오토에버
user1271,0.25,0.5,0.75,0.0,0.0,0.25,0.25,1.0,0.25,1.0,0.0,0.0,1.0,0.25,0.0,0.5,0.0,0.0,기업은행,애경산업,상상인증권,현대엘리베이터,JB금융지주,미스토홀딩스,한국가스공사,현대엘리베이터,한화,애경산업,상상인증권,하나투어
user1272,0.0,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.25,0.5,0.25,0.75,1.0,0.75,0.25,0.5,0.5,2.0,삼성증권,한화손해보험,현대엘리베이터,한일단조,애경산업,미래에셋증권,코오롱ENP,OCI 홀딩스,삼성바이오로직스,콜마홀딩스,메리츠금융지주,카카오페이
user1273,0.75,0.25,0.0,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.0,0.75,0.0,0.25,0.75,0.25,1.0,0.0,현대오토에버,애경산업,한미글로벌,현대엘리베이터,미래에셋증권,HD현대중공업,포스코퓨처엠,애경산업,LG이노텍,현대엘리베이터,삼성SDI,SK디앤디
user1274,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.0,0.75,0.75,0.75,0.25,0.5,1.0,0.75,1.0,우리금융지주,HD현대중공업,SK텔레콤,한화손해보험,GS리테일,애경산업,이마트,애경산업,롯데이노베이트,애경케미칼,동원산업,현대엘리베이터
user1275,1.0,0.5,0.0,0.75,0.5,0.0,0.0,0.25,0.0,0.75,0.75,0.25,0.0,0.0,1.0,0.25,0.0,0.0,현대오토에버,애경산업,미래에셋증권,현대엘리베이터,카카오,HD현대중공업,현대오토에버,애경산업,한온시스템,현대엘리베이터,삼성SDI,미스토홀딩스
user1276,0.75,1.0,0.0,1.0,0.75,0.25,0.75,0.5,0.75,0.0,0.25,0.75,1.0,0.0,0.25,0.75,1.0,0.0,현대오토에버,애경산업,한미글로벌,현대엘리베이터,KB금융,HD현대중공업,한미글로벌,애경산업,지역난방공사,현대엘리베이터,엘앤에프,롯데렌탈
user1277,0.75,0.75,0.25,0.0,0.75,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.0,0.75,0.25,0.75,0.5,0.0,현대로템,애경산업,KB금융,현대엘리베이터,현대오토에버,미스토홀딩스,지역난방공사,애경산업,한화에어로스페이스,현대엘리베이터,한국가스공사,SK디앤디
user1278,1.0,0.25,0.25,0.25,0.75,0.0,0.75,1.0,0.75,0.0,0.5,0.5,0.25,0.5,0.75,1.0,0.25,2.0,우리금융지주,HD현대중공업,BNK금융,애경케미칼,메리츠금융지주,DS단석,한전KPS,애경케미칼,KB금융,SK바이오팜,기업은행,OCI 홀딩스
user1279,0.25,0.25,0.5,0.5,0.75,0.25,0.25,0.0,0.0,0.0,0.25,0.75,0.75,1.0,0.5,0.5,1.0,0.0,동원산업,애경산업,코오롱ENP,현대엘리베이터,코오롱인더,기업은행,HD현대중공업,애경산업,지역난방공사,현대엘리베이터,LG이노텍,롯데렌탈
user1280,0.0,0.75,1.0,0.5,0.25,0.75,1.0,0.25,0.5,0.0,0.25,0.75,0.5,0.0,0.25,0.0,0.75,0.0,한독,애경산업,넷마블,현대엘리베이터,한화,HD현대중공업,DS단석,애경산업,롯데케미칼,현대엘리베이터,LG이노텍,롯데렌탈
user1281,1.0,0.0,0.25,1.0,1.0,0.75,0.75,1.0,0.25,1.0,1.0,0.25,0.0,0.5,0.75,1.0,0.0,0.0,현대오토에버,애경산업,JB금융지주,현대엘리베이터,한화투자증권,미스토홀딩스,현대오토에버,애경산업,삼성SDI,현대엘리베이터,한화시스템,미스토홀딩스
user1282,0.25,0.75,0.0,0.75,0.25,0.0,0.25,0.75,1.0,0.0,0.5,0.25,0.75,0.75,1.0,0.25,0.25,0.0,현대오토에버,애경산업,카카오,현대엘리베이터,한미글로벌,미스토홀딩스,한화시스템,애경산업,카카오,현대엘리베이터,HD현대중공업,미스토홀딩스
user1283,0.25,0.75,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.25,0.75,0.5,0.25,0.5,1.0,0.25,0.25,2.0,아시아나항공,HD현대중공업,우리금융지주,SK스퀘어,롯데웰푸드,상상인증권,한국금융지주,애경케미칼,KT&G,현대오토에버,동국제강,한온시스템
user1284,0.0,0.75,0.75,0.75,0.0,0.75,1.0,1.0,1.0,0.25,0.75,0.5,0.5,0.25,0.75,1.0,0.75,1.0,SK텔레콤,HD현대중공업,삼성생명,애경산업,롯데이노베이트,한화손해보험,KCC,애경산업,롯데이노베이트,현대엘리베이터,현대위아,한화손해보험
user1285,1.0,1.0,0.0,1.0,1.0,0.5,0.75,0.75,0.75,1.0,0.0,0.0,0.25,0.5,1.0,0.75,0.0,2.0,NH투자증권,HD현대중공업,삼성증권,미스토홀딩스,BNK금융,엘앤에프,롯데이노베이트,카카오페이,NH투자증권,SK바이오팜,OCI,HDC현대산업개발
user1286,0.75,0.5,0.25,0.75,0.25,0.75,0.0,0.25,0.5,0.75,1.0,0.25,1.0,1.0,0.25,0.0,0.25,1.0,삼성증권,한세실업,우리금융지주,LX세미콘,NH투자증권,HL홀딩스,삼성화재,두산,삼성생명,OCI 홀딩스,유한양행,한세실업
user1287,0.75,0.75,0.75,0.75,0.0,0.5,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.75,1.0,0.25,0.0,1.0,SK텔레콤,HL홀딩스,KCC,한화손해보험,삼성생명,한세실업,코오롱글로벌,애경산업,한화생명,현대엘리베이터,이마트,한세실업
user1288,1.0,0.0,0.75,0.25,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.25,1.0,0.75,1.0,0.75,1.0,2.0,우리금융지주,HD현대중공업,삼성증권,미스토홀딩스,하나금융지주,엘앤에프,KB금융,애경케미칼,한화생명,두산,한국금융지주,두산퓨얼셀
user1289,0.5,0.5,0.25,0.25,0.0,0.25,1.0,1.0,0.75,0.25,0.5,0.75,0.0,1.0,1.0,1.0,0.0,0.0,한화시스템,애경산업,KCC,현대엘리베이터,한전KPS,한화손해보험,HD현대일렉트릭,애경산업,에코프로머티,현대엘리베이터,삼성중공업,하나투어
user1290,1.0,0.75,0.5,0.0,0.5,0.25,1.0,0.25,0.25,1.0,0.0,1.0,1.0,0.25,0.75,0.75,0.5,2.0,NH투자증권,HD현대중공업,롯데웰푸드,카카오,하이트진로,상상인증권,에스엘,애경케미칼,삼성에스디에스,카카오페이,LG디스플레이,신세계 I&C
user1291,0.75,0.0,0.5,0.5,0.5,1.0,1.0,0.75,0.5,0.5,0.0,0.5,0.25,1.0,0.75,1.0,1.0,1.0,우리금융지주,애경산업,하이트진로,현대엘리베이터,BNK금융,미스토홀딩스,현대위아,애경산업,현대글로비스,현대엘리베이터,한전KPS,SK디앤디
user1292,0.5,0.5,0.75,0.5,0.25,0.75,0.5,1.0,0.25,0.5,0.5,1.0,0.5,0.0,0.25,1.0,0.25,1.0,GS리테일,HD현대중공업,LG유플러스,한화손해보험,롯데이노베이트,애경산업,롯데이노베이트,애경산업,세아베스틸지주,현대엘리베이터,현대위아,HD현대중공업
user1293,0.25,0.0,0.75,0.0,0.25,0.75,1.0,0.25,0.25,0.0,0.5,1.0,0.25,0.25,0.25,1.0,0.5,2.0,제주항공,HD현대중공업,GS리테일,한화손해보험,하이트진로,카카오,동아쏘시오그룹,현대오토에버,동국제강,한온시스템,삼성에스디에스,한미글로벌
user1294,0.75,0.75,0.75,0.5,0.5,0.5,0.0,0.5,1.0,0.0,1.0,0.5,0.25,0.0,0.75,0.0,0.5,1.0,삼성증권,HD현대중공업,SK텔레콤,SK스퀘어,우리금융지주,LX세미콘,한화생명,애경산업,현대모비스,OCI 홀딩스,KCC,현대엘리베이터
user1295,0.0,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.25,1.0,0.75,0.75,0.25,0.0,0.5,1.0,0.5,2.0,NH투자증권,HD현대중공업,삼성증권,삼성중공업,JB금융지주,현대제철,NH투자증권,OCI 홀딩스,롯데이노베이트,콜마홀딩스,LX세미콘,HD현대중공업
user1296,0.75,0.75,0.25,0.0,1.0,0.75,0.5,0.5,1.0,0.75,0.75,0.75,0.25,0.75,1.0,0.25,0.5,2.0,우리금융지주,HD현대중공업,롯데웰푸드,SK스퀘어,삼성증권,LX세미콘,롯데웰푸드,애경케미칼,한국금융지주,상상인증권,KB금융,SK바이오팜
user1297,0.75,0.5,1.0,0.5,0.25,0.0,1.0,0.75,0.5,0.5,0.5,1.0,0.75,1.0,1.0,0.75,0.5,0.0,KCC,애경산업,현대오토에버,현대엘리베이터,한화시스템,HL홀딩스,삼성중공업,애경산업,HD현대일렉트릭,현대엘리베이터,HD현대중공업,하이트진로
user1298,0.25,0.75,0.75,0.5,0.0,1.0,1.0,0.25,0.5,0.0,1.0,0.25,0.25,0.5,0.25,0.75,1.0,1.0,삼성생명,한화손해보험,대한항공,HD현대중공업,SK텔레콤,애경산업,롯데이노베이트,애경산업,현대비앤지스틸,현대엘리베이터,LG디스플레이,현대오토에버
user1299,1.0,0.5,0.0,1.0,0.25,1.0,0.25,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.25,2.0,하이트진로,한화손해보험,우리금융지주,카카오페이,삼성증권,두산퓨얼셀,롯데이노베이트,카카오페이,S-OIL,두산퓨얼셀,교보증권,OCI 홀딩스
user1300,0.25,0.0,0.75,0.0,0.25,1.0,0.75,0.5,1.0,0.75,1.0,0.75,0.5,0.0,0.25,0.75,0.25,0.0,한화투자증권,애경산업,현대로템,현대엘리베이터,미래에셋증권,HD현대중공업,현대로템,애경산업,한화투자증권,현대엘리베이터,에코프로머티,하나투어
user1301,0.75,0.0,0.0,0.25,0.25,1.0,0.25,0.5,0.5,0.25,1.0,0.75,0.0,0.25,0.0,0.25,0.75,2.0,삼성증권,HD현대중공업,현대엘리베이터,한화손해보험,GS리테일,SK스퀘어,GS리테일,OCI 홀딩스,JB금융지주,SK스퀘어,교보증권,한화손해보험
user1302,1.0,0.5,0.0,0.0,0.5,0.25,0.5,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.25,0.25,1.0,0.0,KB금융,애경산업,세방전지,현대엘리베이터,현대오토에버,HD현대중공업,LG이노텍,애경산업,지역난방공사,현대엘리베이터,한화손해보험,롯데렌탈
user1303,1.0,0.5,0.25,0.5,0.75,0.25,0.75,1.0,0.5,0.0,0.0,1.0,0.5,0.25,0.75,1.0,0.5,0.0,현대오토에버,애경산업,지역난방공사,현대엘리베이터,이마트,HD현대중공업,지역난방공사,애경산업,HD현대일렉트릭,현대엘리베이터,한화에어로스페이스,LX하우시스
user1304,0.25,1.0,0.0,1.0,0.5,0.0,0.25,0.75,0.75,0.0,0.75,1.0,0.75,0.75,0.0,0.75,0.75,1.0,삼성증권,OCI 홀딩스,SK텔레콤,한화손해보험,롯데이노베이트,HD현대중공업,교보증권,OCI 홀딩스,롯데이노베이트,콜마홀딩스,이마트,애경산업
user1305,0.0,0.25,1.0,1.0,0.0,0.75,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5,1.0,0.25,1.0,2.0,NH투자증권,한화손해보험,삼성증권,HD현대중공업,SK텔레콤,SK스퀘어,현대모비스,한화손해보험,현대위아,신세계 I&C,S-OIL,두산퓨얼셀
user1306,0.75,1.0,0.25,0.5,0.0,1.0,1.0,0.25,0.0,0.75,0.75,0.5,0.0,1.0,0.5,0.75,1.0,2.0,NH투자증권,한화손해보험,하이트진로,신세계 I&C,우리금융지주,HD현대중공업,롯데이노베이트,한화손해보험,동원산업,신세계 I&C,LG디스플레이,SK바이오팜
